"PROD_EST","COBERTURA","ANIO","ID_MES","MARCA","MODELO","TIPO","SEGMENTO","UNI_VEH"
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","General Motors","Sonic 5 PTS-","Automóviles","Subcompactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","General Motors","SRX SUV-","Camiones ligeros","SUV's",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","General Motors","Terrain SUV-","Camiones ligeros","SUV's",8770
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","General Motors","Trax","Camiones ligeros","SUV's",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","Honda","Fit-","Automóviles","Subcompactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","Honda","HR-V-","Camiones ligeros","SUV's",16003
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","JAC","E J7","Automóviles","Compactos",5
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","JAC","E X350","Camiones ligeros","Pick Ups",17
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","JAC","E 10X","Automóviles","Compactos",60
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","JAC","Frison","Camiones ligeros","Pick Ups",529
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","JAC","J7","Automóviles","Compactos",84
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","JAC","Sei2","Camiones ligeros","SUV's",202
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","JAC","Sei3","Camiones ligeros","SUV's",193
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","JAC","Sei4 Pro","Camiones ligeros","SUV's",74
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","JAC","SEI7 PRO","Camiones ligeros","SUV's",9
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","JAC","SUNRAY","Camiones ligeros","Minivans",1
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","JAC","X 200","Camiones ligeros","Pick Ups",37
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","JAC","X250","Camiones ligeros","Pick Ups",23
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","JAC","X350","Camiones ligeros","Pick Ups",11
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","KIA","Forte-","Automóviles","Compactos",14052
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","KIA","Forte Hatchback","Automóviles","Compactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","KIA","Hyundai Accent Hatchback","Automóviles","Subcompactos",80
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","KIA","Hyundai Accent Sedán","Automóviles","Subcompactos",2195
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","KIA","Kia Río Hatchback-","Automóviles","Subcompactos",2011
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","KIA","KIA Río Sedan-","Automóviles","Subcompactos",6162
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","Mazda","CX-30","Camiones ligeros","SUV's",10900
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","Mazda","Mazda 2 Hatchback","Automóviles","Subcompactos",397
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","Mazda","Mazda 2 Sedán","Automóviles","Subcompactos",542
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","Mazda","Mazda 3 Hatchback","Automóviles","Compactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","Mazda","Mazda 3 Sedán-","Automóviles","Compactos",1532
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","Mercedes Benz_Prod_Expo","GLB_","Camiones ligeros","SUV's",7364
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","Nissan","Kicks","Camiones ligeros","SUV's",12491
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","Nissan","March","Automóviles","Subcompactos",3790
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","Nissan","Note","Automóviles","Compactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","Nissan","NP300","Camiones ligeros","Pick Ups",4391
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","Nissan","NV 200 Cargo","Camiones ligeros","SUV's",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","Nissan","NV 200 NY TAXI","Camiones ligeros","SUV's",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","Nissan","QX50","Camiones ligeros","SUV's",3
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","Nissan","QX55","Camiones ligeros","SUV's",1071
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","Nissan","Sentra","Automóviles","Compactos",12645
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","Nissan","Tiida Sedan","Automóviles","Compactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","Nissan","Versa","Automóviles","Compactos",2434
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","Toyota","Tacoma-","Camiones ligeros","Pick Ups",21248
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","Volkswagen","Jetta","Automóviles","Compactos",9872
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","Volkswagen","Taos","Camiones ligeros","SUV's",2048
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"01","Volkswagen","Tiguan-","Camiones ligeros","SUV's",2732
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Audi","Q5","Camiones ligeros","SUV's",13963
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","BMW Group","Serie 2 Coupé","Automóviles","De Lujo",661
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","BMW Group","Serie 3","Automóviles","De Lujo",1036
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Chrysler","Crew Cab-","Camiones ligeros","Pick Ups",10739
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Chrysler","Jeep Compass-","Camiones ligeros","SUV's",6215
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Chrysler","Promaster","Camiones ligeros","SUV's",1879
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Chrysler","RAM 1500-","Camiones ligeros","Pick Ups",2858
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Chrysler","RAM 4000","Camiones ligeros","Pick Ups",6777
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Fiat","Fiat 500-","Automóviles","Subcompactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Ford Motor","Bronco Sport","Camiones ligeros","SUV's",10260
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Ford Motor","Maverick","Camiones ligeros","Pick Ups",9184
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Ford Motor","Mustang Mach-E","Camiones ligeros","SUV's",4755
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","General Motors","Avalanche UUV","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","General Motors","Aveo-","Automóviles","Subcompactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","General Motors","Blazer","Camiones ligeros","SUV's",8299
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","General Motors","Captiva Sport","Camiones ligeros","SUV's",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","General Motors","Chevy 3 Ptas","Automóviles","Subcompactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","General Motors","Chevy 4 PTAS","Automóviles","Subcompactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","General Motors","Cheyenne  Doble Cabina","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","General Motors","Cheyenne Cabina Regular","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","General Motors","Cruze 4 PTAS-","Automóviles","Compactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","General Motors","Cruze 5 Ptas","Automóviles","Compactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","General Motors","Equinox SUV-","Camiones ligeros","SUV's",18318
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","General Motors","Escalade ESV SUV AWD","Camiones ligeros","Minivans",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","General Motors","Escalade EXT UUV 4X4","Camiones ligeros","Minivans",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","General Motors","GMC Sierra Doble Cabina","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","General Motors","Kodiak Chassis Cab Class 7 PBV33,000","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","General Motors","Onix","Automóviles","Compactos",879
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","General Motors","Sierra Cabina Regular","Camiones ligeros","Pick Ups",1064
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","General Motors","Sierra Doble Cabina","Camiones ligeros","Pick Ups",8636
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","General Motors","Silverado Cabina Regular","Camiones ligeros","Pick Ups",2973
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","General Motors","Silverado Cabina Regular","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","General Motors","Silverado Doble Cabina","Camiones ligeros","Pick Ups",14852
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","General Motors","Silverado 1500 Cabina Regular-","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","General Motors","Silverado 2500 Cabina Regular-","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","General Motors","Silverado 2500 Doble Cabina-","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","General Motors","Silverado 3500 Chassis Cab","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","General Motors","Silverado 3500 HD Chassis Cab Heavy Duty","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","General Motors","Sonic-","Automóviles","Subcompactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","General Motors","Sonic 5 PTS-","Automóviles","Subcompactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","General Motors","SRX SUV-","Camiones ligeros","SUV's",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","General Motors","Terrain SUV-","Camiones ligeros","SUV's",10461
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","General Motors","Trax","Camiones ligeros","SUV's",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Honda","HR-V-","Camiones ligeros","SUV's",14886
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","JAC","E Sei 4","Camiones ligeros","SUV's",6
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","JAC","E SUNRAY","Camiones ligeros","Minivans",13
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","JAC","E X350","Camiones ligeros","Pick Ups",3
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","JAC","E 10X","Automóviles","Compactos",39
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","JAC","Frison","Camiones ligeros","Pick Ups",253
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","JAC","J7","Automóviles","Compactos",181
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","JAC","Sei2","Camiones ligeros","SUV's",5
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","JAC","Sei4 Pro","Camiones ligeros","SUV's",113
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","JAC","SEI7 PRO","Camiones ligeros","SUV's",89
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","JAC","SUNRAY","Camiones ligeros","Minivans",22
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","JAC","X 200","Camiones ligeros","Pick Ups",66
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","JAC","X250","Camiones ligeros","Pick Ups",12
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","JAC","X350","Camiones ligeros","Pick Ups",23
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","KIA","Forte-","Automóviles","Compactos",8722
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","KIA","Forte Hatchback","Automóviles","Compactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","KIA","Hyundai Accent Hatchback","Automóviles","Subcompactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","KIA","Hyundai Accent Sedán","Automóviles","Subcompactos",2670
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","KIA","Kia Río Hatchback-","Automóviles","Subcompactos",2139
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","KIA","KIA Río Sedan-","Automóviles","Subcompactos",6069
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Mazda","CX-30","Camiones ligeros","SUV's",9728
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Mazda","Mazda 2 Hatchback","Automóviles","Subcompactos",396
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Mazda","Mazda 2 Sedán","Automóviles","Subcompactos",402
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Mazda","Mazda 3 Hatchback","Automóviles","Compactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Mazda","Mazda 3 Sedán-","Automóviles","Compactos",1759
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Mercedes Benz_Prod_Expo","GLB_","Camiones ligeros","SUV's",8720
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Nissan","Kicks","Camiones ligeros","SUV's",12895
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Nissan","March","Automóviles","Subcompactos",3410
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Nissan","Note","Automóviles","Compactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Nissan","NP300","Camiones ligeros","Pick Ups",4777
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Nissan","NV 200 Cargo","Camiones ligeros","SUV's",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Nissan","NV 200 NY TAXI","Camiones ligeros","SUV's",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Nissan","QX50","Camiones ligeros","SUV's",581
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Nissan","QX55","Camiones ligeros","SUV's",917
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Nissan","Sentra","Automóviles","Compactos",11329
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Nissan","Tiida Sedan","Automóviles","Compactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Nissan","Versa","Automóviles","Compactos",7469
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Toyota","Tacoma-","Camiones ligeros","Pick Ups",24183
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Volkswagen","Jetta","Automóviles","Compactos",2036
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Volkswagen","Taos","Camiones ligeros","SUV's",3102
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"02","Volkswagen","Tiguan-","Camiones ligeros","SUV's",8434
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"03","Audi","Q5","Camiones ligeros","SUV's",17559
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"03","BMW Group","Serie 2 Coupé","Automóviles","De Lujo",2055
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"03","BMW Group","Serie 3","Automóviles","De Lujo",3222
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"03","Chrysler","Crew Cab-","Camiones ligeros","Pick Ups",13003
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"03","Chrysler","Jeep Compass-","Camiones ligeros","SUV's",10644
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"03","Chrysler","Promaster","Camiones ligeros","SUV's",5258
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"03","Chrysler","RAM 1500-","Camiones ligeros","Pick Ups",3942
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"03","Chrysler","RAM 4000","Camiones ligeros","Pick Ups",8549
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"03","Fiat","Fiat 500-","Automóviles","Subcompactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"03","Ford Motor","Bronco Sport","Camiones ligeros","SUV's",15052
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2022,"03","Ford Motor","Maverick","Camiones ligeros","Pick Ups",9778
